temp,feels_like,temp_min,temp_max,pressure,humidity,sea_level,grnd_level,wind_speed,date,time,datetime,humidity_normalized,pressure_normalized,temp_status,feels_like_status,pressure_status,wind_status
12.3,11.96,11.63,13.0,1012,91,1012,1008,4.12,2024-12-01,20:30,2024-12-01 20:30:00,0.8709677419354839,0.5333333333333333,Warm,Feels similar,Low pressure,Low wind
7.13,5.63,6.49,8.0,1024,81,1024,1020,2.24,2024-11-29,19:30,2024-11-29 19:30:00,0.5483870967741935,0.8,Cold,Feels similar,High pressure,Low wind
0.2,-1.59,-1.29,1.67,1026,95,1026,1022,1.54,2024-11-28,06:29,2024-11-28 06:29:00,1.0,0.8444444444444444,Cold,Feels similar,High pressure,Low wind
6.88,3.41,6.09,7.87,1015,75,1015,1011,5.66,2024-12-06,05:31,2024-12-06 05:31:00,0.3548387096774194,0.6,Cold,Feels similar,Low pressure,Moderate wind
10.12,9.49,9.18,10.94,1011,88,1011,1007,6.17,2024-12-02,05:30,2024-12-02 05:30:00,0.7741935483870968,0.5111111111111111,Warm,Feels similar,Low pressure,Moderate wind
17.07,16.71,15.67,17.81,996,72,996,991,13.38,2024-11-24,12:29,2024-11-24 12:29:00,0.25806451612903225,0.17777777777777778,Warm,Feels similar,Low pressure,High wind
6.25,5.32,4.9,7.22,1024,81,1024,1019,1.54,2024-12-03,16:30,2024-12-03 16:30:00,0.5483870967741935,0.8,Cold,Feels similar,High pressure,Low wind
14.54,14.43,13.44,15.23,996,91,996,992,9.26,2024-11-24,00:29,2024-11-24 00:29:00,0.8709677419354839,0.17777777777777778,Warm,Feels similar,Low pressure,High wind
5.86,2.35,4.76,6.75,1014,87,1014,1009,5.14,2024-11-27,14:29,2024-11-27 14:29:00,0.7419354838709677,0.5777777777777777,Cold,Feels similar,Low pressure,Moderate wind
10.04,9.37,8.92,10.65,1023,87,1023,1019,3.09,2024-11-30,03:30,2024-11-30 03:30:00,0.7419354838709677,0.7777777777777778,Warm,Feels similar,High pressure,Low wind
8.35,5.47,6.67,9.47,1007,76,1007,1002,5.14,2024-11-25,18:29,2024-11-25 18:29:00,0.3870967741935484,0.4222222222222222,Cold,Feels similar,Low pressure,Moderate wind
2.64,0.04,0.78,3.9,1030,92,1030,1025,2.57,2024-11-28,19:29,2024-11-28 19:29:00,0.9032258064516129,0.9333333333333333,Cold,Feels similar,High pressure,Low wind
13.37,13.22,12.73,14.01,1010,94,1010,1006,6.17,2024-12-05,09:31,2024-12-05 09:31:00,0.967741935483871,0.4888888888888889,Warm,Feels similar,Low pressure,Moderate wind
7.44,5.07,6.33,8.35,1027,84,1027,1022,3.6,2024-11-29,10:30,2024-11-29 10:30:00,0.6451612903225806,0.8666666666666667,Cold,Feels similar,High pressure,Low wind
15.7,15.34,14.25,16.81,994,77,994,990,11.32,2024-11-24,18:29,2024-11-24 18:29:00,0.41935483870967744,0.13333333333333333,Warm,Feels similar,Low pressure,High wind
2.47,0.35,0.79,3.93,1022,92,1022,1018,2.06,2024-11-27,22:29,2024-11-27 22:29:00,0.9032258064516129,0.7555555555555555,Cold,Feels similar,High pressure,Low wind
4.56,1.91,3.28,5.65,1026,92,1026,1021,3.09,2024-12-04,08:30,2024-12-04 08:30:00,0.9032258064516129,0.8444444444444444,Cold,Feels similar,High pressure,Low wind
9.31,6.88,8.29,10.03,1021,85,1021,1017,4.63,2024-12-04,19:31,2024-12-04 19:31:00,0.6774193548387096,0.7333333333333333,Cold,Feels similar,High pressure,Low wind
7.49,5.8,6.96,8.92,1025,87,1025,1021,2.57,2024-12-04,12:31,2024-12-04 12:31:00,0.7419354838709677,0.8222222222222222,Cold,Feels similar,High pressure,Low wind
12.67,12.39,11.65,13.16,1022,92,1022,1018,5.14,2024-11-30,20:30,2024-11-30 20:30:00,0.9032258064516129,0.7555555555555555,Warm,Feels similar,High pressure,Moderate wind
6.2,2.16,5.54,7.01,1032,89,1032,1027,6.69,2024-12-10,04:31,2024-12-10 04:31:00,0.8064516129032258,0.9777777777777777,Cold,Feels much colder,High pressure,Moderate wind
5.42,3.34,4.27,6.69,1027,90,1027,1023,2.57,2024-11-29,09:30,2024-11-29 09:30:00,0.8387096774193549,0.8666666666666667,Cold,Feels similar,High pressure,Low wind
6.47,1.0,5.81,7.46,1005,83,1005,1000,12.35,2024-12-07,23:31,2024-12-07 23:31:00,0.6129032258064516,0.37777777777777777,Cold,Feels much colder,Low pressure,High wind
5.09,2.95,3.66,6.4,1017,88,1017,1013,2.57,2024-11-26,20:29,2024-11-26 20:29:00,0.7741935483870968,0.6444444444444445,Cold,Feels similar,Low pressure,Low wind
7.34,5.54,6.4,7.93,1020,87,1020,1015,2.68,2024-12-02,22:30,2024-12-02 22:30:00,0.7419354838709677,0.7111111111111111,Cold,Feels similar,High pressure,Low wind
6.97,5.45,6.4,8.0,1026,89,1026,1022,2.24,2024-12-04,11:30,2024-12-04 11:30:00,0.8064516129032258,0.8444444444444444,Cold,Feels similar,High pressure,Low wind
11.52,10.87,10.29,12.93,1003,82,1003,998,11.83,2024-12-05,20:31,2024-12-05 20:31:00,0.5806451612903226,0.3333333333333333,Warm,Feels similar,Low pressure,High wind
5.65,4.07,4.96,6.33,1022,86,1022,1017,2.06,2024-12-03,04:30,2024-12-03 04:30:00,0.7096774193548387,0.7555555555555555,Cold,Feels similar,High pressure,Low wind
3.29,1.94,2.05,4.73,1028,93,1028,1023,1.54,2024-11-29,03:30,2024-11-29 03:30:00,0.9354838709677419,0.8888888888888888,Cold,Feels similar,High pressure,Low wind
7.82,3.92,6.9,8.38,1032,81,1032,1027,7.72,2024-12-09,19:31,2024-12-09 19:31:00,0.5483870967741935,0.9777777777777777,Cold,Feels similar,High pressure,Moderate wind
6.7,1.9,6.09,7.31,1020,89,1020,1015,9.77,2024-12-08,16:31,2024-12-08 16:31:00,0.8064516129032258,0.7111111111111111,Cold,Feels much colder,High pressure,High wind
12.89,12.66,12.18,13.36,1023,93,1023,1019,5.14,2024-11-30,11:30,2024-11-30 11:30:00,0.9354838709677419,0.7777777777777778,Warm,Feels similar,High pressure,Moderate wind
6.68,1.74,5.52,7.31,1015,86,1015,1010,10.29,2024-12-08,07:31,2024-12-08 07:31:00,0.7096774193548387,0.6,Cold,Feels much colder,Low pressure,High wind
6.64,2.91,5.9,7.44,1031,84,1031,1026,6.17,2024-12-09,08:31,2024-12-09 08:31:00,0.6451612903225806,0.9555555555555556,Cold,Feels similar,High pressure,Moderate wind
14.0,13.75,12.92,14.95,1023,88,1023,1018,3.6,2024-11-30,14:30,2024-11-30 14:30:00,0.7741935483870968,0.7777777777777778,Warm,Feels similar,High pressure,Low wind
7.18,3.73,6.57,7.81,1009,88,1009,1004,5.81,2024-12-08,02:31,2024-12-08 02:31:00,0.7741935483870968,0.4666666666666667,Cold,Feels similar,Low pressure,Moderate wind
10.8,10.36,9.93,11.35,1023,93,1023,1019,3.6,2024-11-30,06:30,2024-11-30 06:30:00,0.9354838709677419,0.7777777777777778,Warm,Feels similar,High pressure,Low wind
2.44,0.32,0.78,3.9,1030,92,1030,1025,2.06,2024-11-28,20:30,2024-11-28 20:30:00,0.9032258064516129,0.9333333333333333,Cold,Feels similar,High pressure,Low wind
12.12,11.87,11.63,13.0,1010,95,1010,1006,5.14,2024-12-05,07:31,2024-12-05 07:31:00,1.0,0.4888888888888889,Warm,Feels similar,Low pressure,Moderate wind
6.26,0.41,5.58,6.93,988,89,988,984,13.89,2024-12-07,10:31,2024-12-07 10:31:00,0.8064516129032258,0.0,Cold,Feels much colder,Low pressure,High wind
8.36,5.28,7.51,9.44,1012,90,1012,1007,5.66,2024-12-02,08:30,2024-12-02 08:30:00,0.8387096774193549,0.5333333333333333,Cold,Feels similar,Low pressure,Moderate wind
2.71,1.28,1.57,3.81,1025,95,1025,1021,1.54,2024-12-04,03:30,2024-12-04 03:30:00,1.0,0.8222222222222222,Cold,Feels similar,High pressure,Low wind
11.21,10.66,10.29,12.05,1011,87,1011,1007,5.14,2024-12-02,03:30,2024-12-02 03:30:00,0.7419354838709677,0.5111111111111111,Warm,Feels similar,Low pressure,Moderate wind
6.4,3.81,4.27,8.16,1012,84,1012,1007,3.6,2024-11-26,02:29,2024-11-26 02:29:00,0.6451612903225806,0.5333333333333333,Cold,Feels similar,Low pressure,Low wind
8.36,6.83,6.06,11.34,1006,94,1006,1001,2.57,2024-11-27,06:29,2024-11-27 06:29:00,0.967741935483871,0.4,Cold,Feels similar,Low pressure,Low wind
12.82,12.61,12.12,13.36,1012,94,1012,1008,4.63,2024-12-01,15:30,2024-12-01 15:30:00,0.967741935483871,0.5333333333333333,Warm,Feels similar,Low pressure,Low wind
6.21,0.88,5.63,6.93,991,91,991,987,11.32,2024-12-07,13:31,2024-12-07 13:31:00,0.8709677419354839,0.06666666666666667,Cold,Feels much colder,Low pressure,High wind
12.85,12.54,10.51,14.81,994,90,994,990,7.72,2024-11-24,22:29,2024-11-24 22:29:00,0.8387096774193549,0.13333333333333333,Warm,Feels similar,Low pressure,Moderate wind
9.86,7.18,9.0,10.64,995,91,995,991,5.66,2024-11-25,04:29,2024-11-25 04:29:00,0.8709677419354839,0.15555555555555556,Cold,Feels similar,Low pressure,Moderate wind
6.3,5.38,4.9,7.87,1029,84,1029,1025,1.54,2024-11-28,14:29,2024-11-28 14:29:00,0.6451612903225806,0.9111111111111111,Cold,Feels similar,High pressure,Low wind
6.44,3.31,5.02,8.0,1010,81,1010,1005,4.63,2024-11-25,22:29,2024-11-25 22:29:00,0.5483870967741935,0.4888888888888889,Cold,Feels similar,Low pressure,Low wind
6.47,4.21,5.1,7.44,1015,90,1015,1010,3.09,2024-11-27,00:29,2024-11-27 00:29:00,0.8387096774193549,0.6,Cold,Feels similar,Low pressure,Low wind
9.02,6.74,7.61,10.02,1016,76,1016,1011,4.12,2024-11-26,11:29,2024-11-26 11:29:00,0.3870967741935484,0.6222222222222222,Cold,Feels similar,Low pressure,Low wind
2.94,0.4,1.93,4.73,1029,93,1029,1024,2.57,2024-11-29,00:30,2024-11-29 00:30:00,0.9354838709677419,0.9111111111111111,Cold,Feels similar,High pressure,Low wind
6.67,1.61,6.1,7.46,996,84,996,991,10.8,2024-12-07,16:31,2024-12-07 16:31:00,0.6451612903225806,0.17777777777777778,Cold,Feels much colder,Low pressure,High wind
9.89,6.89,9.4,10.79,1014,92,1014,1010,6.69,2024-12-05,01:31,2024-12-05 01:31:00,0.9032258064516129,0.5777777777777777,Cold,Feels similar,Low pressure,Moderate wind
3.34,0.87,2.18,4.81,1021,91,1021,1016,2.57,2024-11-27,20:29,2024-11-27 20:29:00,0.8709677419354839,0.7333333333333333,Cold,Feels similar,High pressure,Low wind
8.61,5.6,7.8,9.01,1015,77,1015,1011,5.66,2024-12-02,17:30,2024-12-02 17:30:00,0.41935483870967744,0.6,Cold,Feels similar,Low pressure,Moderate wind
5.58,2.51,3.45,6.92,1013,87,1013,1009,4.12,2024-11-26,07:29,2024-11-26 07:29:00,0.7419354838709677,0.5555555555555556,Cold,Feels similar,Low pressure,Low wind
4.01,1.97,2.73,4.83,1026,93,1026,1021,2.24,2024-12-04,06:30,2024-12-04 06:30:00,0.9354838709677419,0.8444444444444444,Cold,Feels similar,High pressure,Low wind
7.95,5.99,7.17,8.81,1018,87,1018,1014,3.09,2024-12-02,20:30,2024-12-02 20:30:00,0.7419354838709677,0.6666666666666666,Cold,Feels similar,Low pressure,Low wind
11.5,10.85,10.52,12.25,994,82,994,990,8.23,2024-12-07,02:31,2024-12-07 02:31:00,0.5806451612903226,0.13333333333333333,Warm,Feels similar,Low pressure,High wind
7.25,3.69,5.66,8.73,1009,92,1009,1005,6.17,2024-11-27,03:29,2024-11-27 03:29:00,0.9032258064516129,0.4666666666666667,Cold,Feels similar,Low pressure,Moderate wind
12.34,12.01,11.63,13.01,1014,91,1014,1009,5.66,2024-12-01,10:30,2024-12-01 10:30:00,0.8709677419354839,0.5777777777777777,Warm,Feels similar,Low pressure,Moderate wind
7.7,3.76,6.9,8.38,1032,80,1032,1028,7.72,2024-12-09,20:31,2024-12-09 20:31:00,0.5161290322580645,0.9777777777777777,Cold,Feels similar,High pressure,Moderate wind
12.7,12.43,11.64,13.76,996,92,996,992,9.26,2024-11-23,17:29,2024-11-23 17:29:00,0.9032258064516129,0.17777777777777778,Warm,Feels similar,Low pressure,High wind
5.98,2.28,5.51,6.61,1032,90,1032,1028,5.66,2024-12-10,07:31,2024-12-10 07:31:00,0.8387096774193549,0.9777777777777777,Cold,Feels similar,High pressure,Moderate wind
6.14,1.16,5.29,6.81,1017,88,1017,1012,9.77,2024-12-08,09:31,2024-12-08 09:31:00,0.7741935483870968,0.6444444444444445,Cold,Feels much colder,Low pressure,High wind
9.01,8.48,7.61,10.0,1024,84,1024,1019,1.54,2024-11-30,01:30,2024-11-30 01:30:00,0.6451612903225806,0.8,Cold,Feels similar,High pressure,Low wind
10.02,8.93,8.76,11.33,1016,71,1016,1012,4.12,2024-11-26,14:29,2024-11-26 14:29:00,0.22580645161290322,0.6222222222222222,Warm,Feels similar,Low pressure,Low wind
8.77,6.43,7.85,9.47,1017,73,1017,1013,4.12,2024-12-06,15:31,2024-12-06 15:31:00,0.2903225806451613,0.6444444444444445,Cold,Feels similar,Low pressure,Low wind
3.58,1.16,2.2,4.93,1025,91,1025,1020,2.57,2024-12-03,23:30,2024-12-03 23:30:00,0.8709677419354839,0.8222222222222222,Cold,Feels similar,High pressure,Low wind
10.17,9.28,9.41,10.95,1012,78,1012,1008,7.2,2024-12-02,12:30,2024-12-02 12:30:00,0.45161290322580644,0.5333333333333333,Warm,Feels similar,Low pressure,Moderate wind
16.8,16.42,15.29,17.87,995,72,995,991,10.29,2024-11-24,14:29,2024-11-24 14:29:00,0.25806451612903225,0.15555555555555556,Warm,Feels similar,Low pressure,High wind
8.02,5.78,7.17,8.98,1017,84,1017,1013,3.6,2024-12-02,19:30,2024-12-02 19:30:00,0.6451612903225806,0.6444444444444445,Cold,Feels similar,Low pressure,Low wind
5.84,3.42,4.0,7.17,1015,86,1015,1011,3.13,2024-11-26,09:29,2024-11-26 09:29:00,0.7096774193548387,0.6,Cold,Feels similar,Low pressure,Low wind
13.08,12.79,12.18,13.71,1023,90,1023,1018,4.12,2024-11-30,17:30,2024-11-30 17:30:00,0.8387096774193549,0.7777777777777778,Warm,Feels similar,High pressure,Low wind
6.75,2.23,5.93,7.47,1007,90,1007,1003,8.75,2024-12-08,01:31,2024-12-08 01:31:00,0.8387096774193549,0.4222222222222222,Cold,Feels much colder,Low pressure,High wind
10.5,9.8,9.6,11.7,1000,84,1000,996,6.17,2024-11-25,10:29,2024-11-25 10:29:00,0.6451612903225806,0.26666666666666666,Warm,Feels similar,Low pressure,Moderate wind
12.78,12.46,12.2,13.36,1002,90,1002,997,6.69,2024-12-05,17:31,2024-12-05 17:31:00,0.8387096774193549,0.3111111111111111,Warm,Feels similar,Low pressure,Moderate wind
10.41,9.91,9.46,10.94,1023,92,1023,1019,3.09,2024-11-30,05:30,2024-11-30 05:30:00,0.9032258064516129,0.7777777777777778,Warm,Feels similar,High pressure,Low wind
3.66,1.25,2.46,4.73,1027,93,1027,1023,2.57,2024-11-29,05:30,2024-11-29 05:30:00,0.9354838709677419,0.8666666666666667,Cold,Feels similar,High pressure,Low wind
6.82,1.58,6.36,7.44,999,82,999,994,11.83,2024-12-07,18:31,2024-12-07 18:31:00,0.5806451612903226,0.24444444444444444,Cold,Feels much colder,Low pressure,High wind
3.72,0.54,2.73,5.09,1020,91,1020,1015,3.6,2024-11-27,19:29,2024-11-27 19:29:00,0.8709677419354839,0.7111111111111111,Cold,Feels similar,High pressure,Low wind
6.47,2.51,5.52,7.01,1033,84,1033,1028,6.69,2024-12-10,10:31,2024-12-10 10:31:00,0.6451612903225806,1.0,Cold,Feels similar,High pressure,Moderate wind
8.26,6.71,7.51,9.46,1024,89,1024,1020,2.57,2024-12-04,14:31,2024-12-04 14:31:00,0.8064516129032258,0.8,Cold,Feels similar,High pressure,Low wind
14.01,13.82,13.28,14.81,1007,90,1007,1003,6.17,2024-12-05,12:31,2024-12-05 12:31:00,0.8387096774193549,0.4222222222222222,Warm,Feels similar,Low pressure,Moderate wind
14.98,14.81,13.72,15.94,996,87,996,992,10.8,2024-11-24,03:29,2024-11-24 03:29:00,0.7419354838709677,0.17777777777777778,Warm,Feels similar,Low pressure,High wind
9.28,6.64,8.07,10.39,1011,87,1011,1007,5.14,2024-12-02,06:30,2024-12-02 06:30:00,0.7419354838709677,0.5111111111111111,Cold,Feels similar,Low pressure,Moderate wind
7.21,4.51,5.36,10.65,1006,93,1006,1001,4.12,2024-11-27,08:29,2024-11-27 08:29:00,0.9354838709677419,0.4,Cold,Feels similar,Low pressure,Low wind
13.23,13.01,12.74,14.01,1023,92,1023,1019,4.63,2024-11-30,12:30,2024-11-30 12:30:00,0.9032258064516129,0.7777777777777778,Warm,Feels similar,High pressure,Low wind
10.78,9.66,9.54,11.81,1004,67,1004,999,7.72,2024-11-25,15:29,2024-11-25 15:29:00,0.0967741935483871,0.35555555555555557,Warm,Feels similar,Low pressure,Moderate wind
9.43,8.1,8.28,10.23,1023,85,1023,1019,2.57,2024-11-30,02:30,2024-11-30 02:30:00,0.6774193548387096,0.7777777777777778,Cold,Feels similar,High pressure,Low wind
10.55,10.04,9.69,11.35,997,91,997,993,9.26,2024-11-23,14:29,2024-11-23 14:29:00,0.8709677419354839,0.2,Warm,Feels similar,Low pressure,High wind
5.53,3.93,3.7,7.01,1017,84,1017,1012,2.06,2024-11-26,17:29,2024-11-26 17:29:00,0.6451612903225806,0.6444444444444445,Cold,Feels similar,Low pressure,Low wind
8.31,5.87,7.2,9.01,1016,75,1016,1012,4.12,2024-12-06,16:31,2024-12-06 16:31:00,0.3548387096774194,0.6222222222222222,Cold,Feels similar,Low pressure,Low wind
4.64,4.64,3.28,6.14,1024,90,1024,1020,1.03,2024-12-03,20:30,2024-12-03 20:30:00,0.8387096774193549,0.8,Cold,Feels similar,High pressure,Low wind
7.23,3.48,6.63,7.83,1030,85,1030,1025,6.69,2024-12-09,06:31,2024-12-09 06:31:00,0.6774193548387096,0.9333333333333333,Cold,Feels similar,High pressure,Moderate wind
6.88,2.27,5.92,7.33,1018,88,1018,1013,9.26,2024-12-08,13:31,2024-12-08 13:31:00,0.7741935483870968,0.6666666666666666,Cold,Feels much colder,Low pressure,High wind
13.75,13.58,13.09,14.55,1010,92,1010,1006,6.69,2024-12-05,11:31,2024-12-05 11:31:00,0.9032258064516129,0.4888888888888889,Warm,Feels similar,Low pressure,Moderate wind
5.34,4.28,4.39,6.14,1023,90,1023,1018,1.54,2024-12-03,09:30,2024-12-03 09:30:00,0.8387096774193549,0.7777777777777778,Cold,Feels similar,High pressure,Low wind
6.31,0.78,5.63,7.25,995,88,995,990,12.35,2024-12-07,15:31,2024-12-07 15:31:00,0.7741935483870968,0.15555555555555556,Cold,Feels much colder,Low pressure,High wind
10.12,9.62,9.67,10.79,1013,93,1013,1008,7.2,2024-12-05,02:31,2024-12-05 02:31:00,0.9354838709677419,0.5555555555555556,Warm,Feels similar,Low pressure,Moderate wind
7.65,3.86,6.88,8.36,1031,79,1031,1026,7.2,2024-12-09,12:31,2024-12-09 12:31:00,0.4838709677419355,0.9555555555555556,Cold,Feels similar,High pressure,Moderate wind
3.53,1.59,2.68,4.81,1026,94,1026,1021,2.06,2024-12-04,05:30,2024-12-04 05:30:00,0.967741935483871,0.8444444444444444,Cold,Feels similar,High pressure,Low wind
8.93,3.96,7.85,9.53,989,73,989,985,14.4,2024-12-07,07:31,2024-12-07 07:31:00,0.2903225806451613,0.022222222222222223,Cold,Feels much colder,Low pressure,High wind
6.8,4.61,4.4,8.36,1012,85,1012,1008,3.09,2024-11-26,04:29,2024-11-26 04:29:00,0.6774193548387096,0.5333333333333333,Cold,Feels similar,Low pressure,Low wind
6.96,2.65,6.34,7.46,1032,80,1032,1028,8.23,2024-12-09,23:31,2024-12-09 23:31:00,0.5161290322580645,0.9777777777777777,Cold,Feels much colder,High pressure,High wind
11.99,11.59,10.94,12.87,995,90,995,991,9.26,2024-12-07,01:31,2024-12-07 01:31:00,0.8387096774193549,0.15555555555555556,Warm,Feels similar,Low pressure,High wind
13.96,13.74,12.17,15.81,994,89,994,990,9.26,2024-11-24,21:29,2024-11-24 21:29:00,0.8064516129032258,0.13333333333333333,Warm,Feels similar,Low pressure,High wind
12.85,12.59,12.18,13.42,1002,92,1002,997,11.32,2024-12-05,19:31,2024-12-05 19:31:00,0.9032258064516129,0.3111111111111111,Warm,Feels similar,Low pressure,High wind
8.74,6.17,7.9,9.44,1023,86,1023,1018,4.63,2024-12-04,17:31,2024-12-04 17:31:00,0.7096774193548387,0.7777777777777778,Cold,Feels similar,High pressure,Low wind
12.72,12.45,11.9,13.16,1022,92,1022,1018,4.63,2024-11-30,19:30,2024-11-30 19:30:00,0.9032258064516129,0.7555555555555555,Warm,Feels similar,High pressure,Low wind
9.3,6.66,8.56,10.02,1019,71,1019,1014,5.14,2024-12-06,13:31,2024-12-06 13:31:00,0.22580645161290322,0.6888888888888889,Cold,Feels similar,High pressure,Moderate wind
9.38,7.44,8.45,10.54,1016,74,1016,1011,3.6,2024-11-26,12:29,2024-11-26 12:29:00,0.3225806451612903,0.6222222222222222,Cold,Feels similar,Low pressure,Low wind
4.78,3.05,3.45,5.94,1017,87,1017,1013,2.06,2024-11-26,19:29,2024-11-26 19:29:00,0.7419354838709677,0.6444444444444445,Cold,Feels similar,Low pressure,Low wind
8.2,6.0,7.17,8.89,1012,80,1012,1007,3.6,2024-12-06,18:31,2024-12-06 18:31:00,0.5161290322580645,0.5333333333333333,Cold,Feels similar,Low pressure,Low wind
11.8,11.39,11.06,12.81,1011,90,1011,1006,4.63,2024-12-02,00:30,2024-12-02 00:30:00,0.8387096774193549,0.5111111111111111,Warm,Feels similar,Low pressure,Low wind
6.0,3.02,4.13,7.44,1011,84,1011,1007,4.12,2024-11-26,01:29,2024-11-26 01:29:00,0.6451612903225806,0.5111111111111111,Cold,Feels similar,Low pressure,Low wind
4.85,3.72,3.16,6.67,1024,88,1024,1020,1.54,2024-12-03,18:30,2024-12-03 18:30:00,0.7741935483870968,0.8,Cold,Feels similar,High pressure,Low wind
7.56,6.82,6.9,8.92,1023,78,1023,1019,1.54,2024-12-03,13:30,2024-12-03 13:30:00,0.45161290322580644,0.7777777777777778,Cold,Feels similar,High pressure,Low wind
2.47,2.47,1.49,3.85,1025,93,1025,1021,1.03,2024-12-04,00:30,2024-12-04 00:30:00,0.9354838709677419,0.8222222222222222,Cold,Feels similar,High pressure,Low wind
7.87,4.14,7.51,8.42,1031,83,1031,1026,7.2,2024-12-09,17:31,2024-12-09 17:31:00,0.6129032258064516,0.9555555555555556,Cold,Feels similar,High pressure,Moderate wind
12.19,11.81,11.15,13.03,1012,90,1012,1008,5.66,2024-12-01,16:30,2024-12-01 16:30:00,0.8387096774193549,0.5333333333333333,Warm,Feels similar,Low pressure,Moderate wind
1.42,1.42,-0.72,2.22,1025,93,1025,1021,0.51,2024-11-28,03:29,2024-11-28 03:29:00,0.9354838709677419,0.8222222222222222,Cold,Feels similar,High pressure,Low wind
10.93,10.48,9.96,11.49,1016,92,1016,1012,5.14,2024-12-01,04:30,2024-12-01 04:30:00,0.9032258064516129,0.6222222222222222,Warm,Feels similar,Low pressure,Moderate wind
3.78,3.78,2.3,5.56,1029,92,1029,1025,0.51,2024-11-28,11:29,2024-11-28 11:29:00,0.9032258064516129,0.9111111111111111,Cold,Feels similar,High pressure,Low wind
7.93,5.16,5.81,9.95,1007,93,1007,1002,4.63,2024-11-27,05:29,2024-11-27 05:29:00,0.9354838709677419,0.4222222222222222,Cold,Feels similar,Low pressure,Low wind
7.41,5.04,6.67,8.03,1024,76,1024,1020,3.6,2024-11-29,17:30,2024-11-29 17:30:00,0.3870967741935484,0.8,Cold,Feels similar,High pressure,Low wind
7.15,2.9,6.62,7.87,1022,91,1022,1018,8.23,2024-12-08,18:31,2024-12-08 18:31:00,0.8709677419354839,0.7555555555555555,Cold,Feels much colder,High pressure,High wind
10.59,9.69,9.52,11.2,992,76,992,987,11.32,2024-12-07,04:31,2024-12-07 04:31:00,0.3870967741935484,0.08888888888888889,Warm,Feels similar,Low pressure,High wind
0.81,0.81,-0.48,2.22,1028,95,1028,1023,0.51,2024-11-28,08:29,2024-11-28 08:29:00,1.0,0.8888888888888888,Cold,Feels similar,High pressure,Low wind
6.81,2.77,6.34,7.25,1032,80,1032,1028,7.2,2024-12-10,12:31,2024-12-10 12:31:00,0.5161290322580645,0.9777777777777777,Cold,Feels much colder,High pressure,Moderate wind
7.44,5.07,6.5,8.35,1024,79,1024,1019,3.6,2024-11-29,20:30,2024-11-29 20:30:00,0.4838709677419355,0.8,Cold,Feels similar,High pressure,Low wind
7.39,3.69,6.36,8.39,1031,80,1031,1026,6.69,2024-12-09,11:31,2024-12-09 11:31:00,0.5161290322580645,0.9555555555555556,Cold,Feels similar,High pressure,Moderate wind
3.83,1.03,2.6,5.53,1027,92,1027,1022,3.09,2024-11-29,07:30,2024-11-29 07:30:00,0.9032258064516129,0.8666666666666667,Cold,Feels similar,High pressure,Low wind
9.59,7.02,8.84,10.03,1021,85,1021,1016,5.14,2024-12-04,20:31,2024-12-04 20:31:00,0.6774193548387096,0.7333333333333333,Cold,Feels similar,High pressure,Moderate wind
